"BibNumber","MinutesStartAfterNine","FinishMinutes"
20499,102.42,NA
20500,101.25,244.83
20501,103.65,242.46
20502,102.08,NA
20503,101.43,NA
20504,108.23,NA
20505,101.2,NA
20507,106.6,240.82
20508,101.83,224.19
20509,101.17,235.24
20510,102.13,NA
20511,109.32,239.91
20512,102.17,NA
20513,101.57,NA
20514,101.32,238.34
20515,102.03,238.08
20516,101.55,233.42
20518,101.05,240.17
20519,101.92,NA
20521,101.18,NA
20522,103.23,NA
20523,102.08,234.17
20524,101.7,241.94
20525,104.3,NA
20526,101.57,NA
20527,101.9,NA
20529,101.58,NA
20531,105.13,NA
20532,102.07,NA
20533,101.75,NA
20534,101.13,NA
20535,102.38,NA
20536,101.6,239.32
20537,101.3,224.22
20538,103.1,NA
20539,101.55,NA
20540,101.3,230.09
20541,101.35,235.93
20542,101.87,NA
20543,107.23,NA
20544,102.4,242.41
20545,101.18,246.37
20546,100.77,223.79
20547,101.38,NA
20550,101.23,244.8
20551,101.22,NA
20553,102.28,NA
20555,101.18,NA
20556,101.48,NA
20557,102.3,NA
20558,102.32,NA
20559,101.73,NA
20560,101.85,NA
20561,101.7,NA
20562,102.17,NA
20564,101.23,240.85
20565,102.48,NA
20566,102.03,237.64
20567,102.72,235.46
20568,101.35,NA
20569,104.53,NA
20570,101.23,NA
20571,101.5,249.77
20572,101.88,NA
20573,102.68,NA
20574,101.73,NA
20577,101.8,NA
20578,102.33,240.77
20579,101.52,NA
20580,101.68,NA
20581,101.37,247.77
20582,102.63,NA
20583,107.6,NA
20584,101.83,NA
20585,101.27,NA
20586,102.02,NA
20587,106,NA
20588,100.5,248.67
20591,101.07,NA
20592,101.98,237.09
20593,101.63,NA
20594,102.25,NA
20595,101.95,NA
20596,101.45,241.28
20597,101.7,NA
20599,101.35,NA
20600,102.4,NA
20602,101.23,NA
20603,102.05,NA
20604,101.4,NA
20605,101.37,241.75
20606,106.68,NA
20607,101.9,NA
20608,101.6,NA
20609,101.85,NA
20610,80.45,NA
20611,101.53,NA
20613,101.53,237.02
20614,101.32,NA
20615,101.73,NA
20616,101.8,236.67
20617,101.82,NA
20618,101.72,243.88
20619,103.22,NA
20620,102.02,NA
20621,101.55,234.67
20622,101.9,NA
20623,101.23,NA
20624,101.45,NA
20625,101.45,244.55
20627,101.23,NA
20628,101.47,NA
20629,101.68,243.06
20630,101.9,NA
20631,102.2,NA
20632,101.17,NA
20633,100,NA
20634,101.78,246.85
20635,101.97,NA
20636,101.33,NA
20637,101.67,NA
20638,102.48,244.12
20639,101.77,230.93
20640,102.08,NA
20641,101.68,NA
20642,101.57,NA
20643,101.87,NA
20644,101.93,NA
20645,101.7,NA
20646,101.9,NA
20647,101.58,233.43
20648,102.2,NA
20650,101.02,NA
20651,102.45,NA
20652,101.35,NA
20653,103.27,NA
20654,101.55,NA
20655,103.33,242.09
20656,101.38,NA
20657,102.6,NA
20658,101.9,240.81
20659,102.42,NA
20660,101.67,NA
20661,101.63,NA
20663,102.42,NA
20664,101.8,NA
20665,102.07,NA
20666,103.67,NA
20668,101.57,NA
20669,101.22,250.08
20670,103.67,NA
20671,101.53,242.44
20672,102.5,238.63
20673,106.07,NA
20674,101.55,NA
20675,102.08,NA
20676,104.57,NA
20677,102.33,NA
20678,102.37,NA
20679,101.38,239.71
20680,102.23,NA
20682,101.68,NA
20683,101.75,NA
20684,101.47,NA
20685,101.87,NA
20686,101.62,NA
20687,101.1,NA
20689,101.3,NA
20690,101.53,248.87
20691,101.73,NA
20692,101.62,NA
20693,102.32,NA
20694,104.48,NA
20695,101.32,243.7
20696,101.13,226.29
20697,108.38,NA
20698,101.98,NA
20699,103.32,NA
20700,101.12,NA
20701,102.13,NA
20702,104.53,NA
20703,105.47,NA
20704,101.67,NA
20705,102,NA
20706,101.08,247.85
20707,102.18,NA
20709,101.9,248.15
20710,103.28,NA
20711,102.1,NA
20712,101.72,NA
20715,102.43,NA
20716,101.67,NA
20717,101.83,NA
20718,110.92,NA
20719,101.32,NA
20720,101.5,NA
20721,103.03,NA
20723,101.83,NA
20724,102.07,NA
20725,102.57,NA
20726,101.68,NA
20727,101.98,247.36
20728,102.42,NA
20730,109.2,NA
20731,101.95,NA
20732,101.87,239.27
20734,101.93,NA
20735,102.2,NA
20736,101.75,248.21
20737,105.78,NA
20738,101.07,NA
20739,101.52,231.99
20740,101.48,NA
20741,102.25,NA
20742,102.3,NA
20744,101.47,NA
20745,101.53,NA
20746,102.23,NA
20747,103.25,NA
20748,102.48,NA
20749,101.82,241.72
20750,110.5,NA
20751,101.65,241.26
20752,103.58,NA
20753,101.6,NA
20754,101.53,NA
20755,104.65,NA
20756,102.23,NA
20757,101.68,NA
20758,101.85,NA
20759,101.5,240.55
20760,103.43,NA
20761,101.47,NA
20762,102.17,247.11
20763,102.53,NA
20764,101.68,248.87
20765,102.12,NA
20766,111.85,NA
20767,101.22,238.53
20768,101.87,NA
20769,102.12,NA
20770,102.45,NA
20771,101.57,NA
20772,101.98,NA
20773,102.05,241.29
20774,101.7,NA
20775,101.8,NA
20776,101.5,235.17
20777,102.25,NA
20778,107.33,NA
20779,101.48,NA
20780,101.22,NA
20781,101.47,NA
20782,101.58,NA
20783,101.9,NA
20784,102.42,NA
20785,102.77,NA
20786,101.88,NA
20787,101.72,NA
20788,102.17,NA
20789,101.63,NA
20790,101.72,NA
20792,101.58,NA
20793,105.57,NA
20794,101.97,245.53
20795,105.1,NA
20796,102,NA
20797,101.33,240.42
20798,101.28,NA
20799,101.82,NA
20800,101.6,NA
20801,102.07,NA
20802,101.87,243.55
20803,101.67,NA
20804,102.47,247.51
20805,101.68,NA
20806,102.78,NA
20807,100.93,NA
20808,101.65,NA
20809,101.85,NA
20811,101.53,NA
20812,101.4,NA
20813,101.75,NA
20815,101.55,NA
20816,101.73,243.58
20817,101.27,NA
20819,101.32,NA
20820,101.9,NA
20821,101.58,NA
20822,101.48,NA
20823,101.9,NA
20824,101.37,NA
20825,101.98,NA
20826,102,NA
20827,101.75,NA
20828,101.68,NA
20829,102.53,NA
20830,101.23,NA
20831,105.22,NA
20832,102.27,NA
20834,107.53,237.49
20835,101.3,NA
20837,101.87,NA
20838,101.37,NA
20839,101.78,241.82
20840,104.77,NA
20841,101.4,NA
20842,101.97,NA
20843,101.48,NA
20844,101.62,NA
20845,102.53,NA
20846,101.12,NA
20847,101.1,NA
20848,102.12,NA
20849,106.07,NA
20850,105.13,NA
20852,101.3,NA
20853,102.2,NA
20854,101.55,247.44
20855,101.92,NA
20856,101.37,229.69
20857,101.57,NA
20858,101.72,NA
20859,102.28,NA
20860,102.3,NA
20861,102.75,NA
20862,101.55,NA
20864,101.37,NA
20865,101.4,NA
20866,101.7,NA
20867,103.13,NA
20868,102.25,NA
20869,102.07,NA
20870,101.93,239.95
20871,101.3,NA
20872,101.7,NA
20873,102.58,NA
20874,101.25,NA
20875,101.77,NA
20876,101.87,NA
20877,101.45,NA
20878,107.1,NA
20880,101.55,NA
20881,102.7,NA
20882,102.23,NA
20883,103.12,NA
20884,102.38,NA
20885,102.25,NA
20886,101.72,NA
20887,101.68,NA
20888,102.03,NA
20889,106.72,NA
20890,102.17,NA
20891,101.73,NA
20892,101.68,NA
20893,107.62,NA
20894,101.18,NA
20895,100.85,NA
20896,108.1,NA
20897,101.28,NA
20898,101.53,NA
20900,101.72,NA
20902,102.53,NA
20903,101.7,NA
20904,102.2,NA
20905,101.37,NA
20906,102,NA
20907,101.52,233.87
20908,101.67,249.62
20911,101.82,NA
20913,101.32,NA
20915,102.3,NA
20916,101.4,NA
20917,103.38,NA
20919,101.77,NA
20920,102.28,NA
20921,102.02,NA
20922,102.03,NA
20923,101.78,NA
20924,103.82,NA
20926,102.1,NA
20927,102.32,NA
20928,101.63,NA
20929,100.47,NA
20930,101.57,NA
20931,101.95,NA
20932,102.13,NA
20933,109.15,NA
20935,102,NA
20936,102.83,NA
20937,101.42,NA
20938,106.07,NA
20940,102,NA
20941,103.2,NA
20942,102.25,NA
20943,102.33,NA
20945,101.65,NA
20946,102.03,NA
20947,102.78,NA
20949,103.72,NA
20950,101.73,NA
20951,102.73,NA
20952,101.43,NA
20953,102.07,NA
20954,101.88,NA
20955,101.65,NA
20956,102.35,NA
20957,101.75,NA
20958,101.27,NA
20959,103.97,NA
20960,101.18,NA
20962,101.58,NA
20964,102.18,NA
20966,109.67,NA
20968,101.65,NA
20969,101.42,NA
20970,101.62,NA
20971,101.87,NA
20972,101.6,NA
20973,101.58,NA
20974,101.85,NA
20975,102.2,NA
20976,105.25,NA
20977,101.63,NA
20978,101.63,NA
20979,106.22,NA
20980,102.23,NA
20981,101.35,NA
20982,101.88,NA
20983,101.5,NA
20984,101.9,NA
20986,100.85,NA
20987,101.5,NA
20988,101.82,NA
20990,101.77,NA
21001,103.57,NA
21002,102.62,NA
21003,103.08,NA
21004,103.02,NA
21005,102.73,NA
21006,103.18,NA
21007,103.62,NA
21009,102.93,NA
21010,102.73,NA
21011,102.95,NA
21012,103.47,NA
21013,104.53,NA
21014,101.88,NA
21015,104.75,NA
21016,103.67,NA
21017,101.58,NA
21018,66.32,NA
21019,103.35,NA
21020,101.93,NA
21021,101.93,NA
21024,101.22,NA
21025,104.23,NA
21026,103.12,NA
21027,104.45,NA
21028,104.1,NA
21029,104.03,NA
21030,103.8,NA
21031,102.15,NA
21032,108.12,NA
21033,102.78,NA
21034,102.55,NA
21036,102.57,NA
21038,102.22,NA
21039,102.75,NA
21041,102.07,NA
21042,102.77,NA
21043,101.75,NA
21044,102.43,NA
21045,102.4,NA
21046,103.62,NA
21047,104.95,NA
21048,105.25,NA
21049,108.67,NA
21050,102.97,NA
21051,102.97,NA
21052,103.07,NA
21053,102.48,NA
21054,103.72,NA
21055,102.57,NA
21056,102.6,NA
21057,106.22,NA
21058,101.35,NA
21059,102.98,NA
21060,103.6,NA
21062,101.77,NA
21063,102.17,NA
21064,107.47,NA
21067,103.12,NA
21068,104.1,NA
21069,106.92,NA
21070,101.83,NA
21071,102.77,NA
21072,101.8,NA
21073,102.3,NA
21074,103.37,NA
21075,101.15,NA
21076,103.45,238.77
21077,101.93,NA
21078,108.08,NA
21079,104,NA
21080,106.5,NA
21081,102.7,NA
21082,103.5,NA
21083,102.52,NA
21085,105.6,NA
21086,104.12,NA
21087,103.08,NA
21089,102.45,NA
21090,63.85,NA
21091,100.03,218.78
21092,103.03,NA
21093,104.27,NA
21094,103.33,NA
21096,104.13,NA
21097,101.9,NA
21101,102.3,NA
21103,103.75,NA
21104,101.83,NA
21105,102.52,NA
21106,101.65,NA
21107,103.5,NA
21108,103.65,NA
21109,105.25,NA
21110,102.48,245.28
21111,102.82,NA
21112,102.88,NA
21113,103.4,NA
21114,102.22,NA
21115,102.53,NA
21116,101.5,NA
21117,102.5,NA
21118,102.85,NA
21119,102.58,NA
21120,101.95,NA
21121,101.42,NA
21122,105.23,NA
21123,102.67,NA
21124,101.18,NA
21125,102.85,NA
21126,105.03,NA
21127,102.7,NA
21128,103.02,NA
21129,0,NA
21129,0,338.72
21130,0.02,NA
21131,101.1,NA
21132,103.07,NA
21133,103.07,NA
21135,102.85,NA
21136,102.62,NA
21137,0.02,NA
21138,102.4,NA
21141,102.57,244.45
21142,106.97,NA
21143,101.88,NA
21145,101.88,238.86
21146,102.98,NA
21148,102.4,NA
21149,102.42,NA
21150,105.47,NA
21151,105.45,NA
21152,102.27,NA
21153,103.08,NA
21154,103.8,NA
21155,102.58,NA
21156,102.57,NA
21157,103.8,NA
21158,102.1,NA
21159,102.98,NA
21160,102.9,239.54
21161,102.37,NA
21162,102.62,NA
21163,105.45,NA
21164,105.48,236.37
21165,105.53,NA
21166,102.4,NA
21167,102.22,228.77
21169,103.23,NA
21170,103.25,NA
21171,102.95,NA
21172,102.43,NA
21173,102.35,NA
21174,103.8,188.46
21175,102.93,NA
21176,102.68,234.92
21178,104.65,242.26
21180,108.18,NA
21182,103.23,NA
21183,102.77,194.35
21184,103.8,NA
21185,103.1,219.24
21186,103.08,224.01
21187,103.1,223.58
21188,103.8,177.84
21189,103.78,226.35
21190,102.97,NA
21192,105.38,NA
21196,102.62,NA
21197,102.98,NA
21198,103,NA
21199,102.88,NA
21200,102.97,NA
21201,102.57,NA
21202,0.03,NA
21203,-0.0200000000000031,NA
21204,102.43,NA
21205,0.07,NA
21206,102.05,NA
21207,102.73,NA
21208,-0.0200000000000031,NA
21209,101.9,NA
21210,-0.0200000000000031,NA
21211,-0.0200000000000031,NA
21212,-0.0200000000000031,NA
21213,0,NA
21214,105.35,NA
21216,17.15,NA
21217,102.52,NA
21218,101.87,NA
21219,103.47,NA
21221,102.92,NA
21222,103.98,NA
21223,102.82,NA
21224,63.15,202.2
21225,102.87,NA
21226,103.45,NA
21227,102.62,223.42
21229,81.42,NA
21230,106.32,NA
21231,102.55,NA
21232,102.68,NA
21233,102.63,NA
21234,102.6,242.72
21235,102.62,NA
21236,102.68,NA
21237,103.03,NA
21238,102.7,242.64
21260,102.9,217.73
21261,103.05,241.66
21262,109.27,NA
21263,103.03,NA
21264,102.47,236.06
21265,103.05,NA
21266,109.27,NA
21267,103.03,NA
21268,100.7,246.91
21269,103.05,NA
21270,104.9,NA
21271,102.78,NA
21272,107.58,NA
21273,102.43,236.68
21274,103.9,NA
21275,103.02,NA
21276,102.93,245.42
21277,102.62,219.36
21278,102.25,NA
21279,102.4,192.27
21280,104.13,NA
21281,102.77,232.45
21282,102.27,233.6
21283,102.93,NA
21284,104.17,NA
21286,103,NA
21287,102.95,NA
21288,103.73,243.29
21289,104.85,NA
21290,104.18,NA
21291,104.18,NA
21292,104.37,NA
21293,104.07,237.65
21294,107.77,NA
21295,103.72,NA
21296,103.65,NA
21297,104.02,NA
21298,104.85,NA
21299,102.37,NA
21300,103.38,NA
21301,102.35,228.78
21302,102.98,244.58
21303,106.33,NA
21304,104.7,NA
21305,102.18,208.43
21306,107.6,NA
21307,104.52,NA
21308,102.58,NA
21309,102.57,205.02
21310,102.33,NA
21311,101.13,NA
21312,102.9,NA
21313,104.85,NA
21314,103.35,NA
21315,103.73,NA
21316,102.92,NA
21317,102.43,NA
21318,103.72,NA
21319,101.1,221.3
21320,106.43,NA
21321,107.8,NA
21322,101.6,209.54
21323,104.78,NA
21324,104.95,229.39
21325,104.97,NA
21326,103.82,221.82
21327,104.33,NA
21328,104.37,NA
21329,103.3,NA
21330,103.25,NA
21331,106.45,NA
21332,102.97,244.62
21333,102.5,224.19
21334,104.18,NA
21336,103.28,NA
21337,102.37,NA
21338,103.37,230.37
21339,102.98,NA
21340,102.62,239.17
21341,107.6,NA
21342,106.15,NA
21343,106.15,NA
21344,103.75,NA
21345,103.05,215.19
21346,103.8,NA
21347,104.83,240.32
21348,104.72,NA
21349,104.73,NA
21350,102.63,NA
21351,100.22,221.09
21352,102.92,NA
21353,103.02,236.36
21354,102.33,NA
21355,103.93,NA
21356,101.98,NA
21357,103.95,NA
21358,109.27,NA
21359,103.55,NA
21360,104.17,NA
21361,102.5,NA
21362,104.97,NA
21363,102.05,NA
21364,102.6,NA
21365,103.27,NA
21366,107.07,236.64
21367,104.82,NA
21368,106.2,NA
21369,104.05,NA
21370,107.68,NA
21371,102.48,NA
21372,103.27,NA
21373,106.18,NA
21374,102.97,NA
21375,102.33,NA
21376,103.2,NA
21377,104.82,NA
21378,103.17,NA
21379,106.18,NA
21380,103.3,NA
21381,104.07,NA
21382,102.57,NA
21383,104.07,NA
21384,104.33,NA
21385,101.87,NA
21386,102.65,223.18
21388,103.17,NA
21389,102.55,NA
21390,106.5,NA
21391,103.9,NA
21392,102.95,NA
21393,103.57,NA
21394,107.8,NA
21395,104.9,NA
21396,103.28,238.78
21397,104.85,NA
21398,103.9,NA
21399,103.25,NA
21401,103.32,NA
21402,103.28,NA
21403,104.43,NA
21404,103.3,229.79
21405,104.88,NA
21406,104.83,NA
21407,106.67,NA
21408,103.42,NA
21410,103.28,NA
21411,104.9,NA
21412,103.32,NA
21413,104.03,NA
21414,103.82,NA
21415,106.52,NA
21417,103.93,NA
21418,101.97,229.51
21419,107.77,NA
21420,106.77,NA
21421,103.42,NA
21422,103.33,NA
21423,103.58,NA
21424,104.43,NA
21425,103.92,NA
21426,103.55,217.29
21428,109.35,NA
21429,102.4,234.65
21430,101.8,234.58
21431,103.02,224.98
21432,103.42,NA
21433,103.35,NA
21434,104.37,NA
21435,103.18,NA
21436,103.2,NA
21437,104.78,NA
21438,106.15,NA
21439,102.45,NA
21440,106.77,NA
21441,102.3,228.41
21442,102.18,235.64
21443,102.92,NA
21444,104.9,NA
21445,102.33,NA
21446,104.8,NA
21447,106.18,NA
21448,104.6,NA
21449,102.93,NA
21450,103.28,NA
21451,102.95,NA
21452,103.1,218.49
21453,102.6,NA
21454,103.3,NA
21455,102.92,NA
21456,102.83,NA
21457,104.1,NA
21458,102.88,NA
21459,104.08,NA
21460,102.88,224.94
21461,108.57,NA
21462,103.3,244.55
21463,102.88,NA
21464,102.88,NA
21465,102.92,NA
21466,101.92,NA
21467,103.63,NA
21469,102.88,NA
21470,102.87,NA
21472,102.9,NA
21473,102.87,NA
21474,102.8,230.26
21475,103.83,225.85
21476,103.32,NA
21477,103.32,NA
21478,102.9,NA
21479,102.87,NA
21480,102.8,234.7
21481,103.23,NA
21482,103.32,NA
21483,104.75,NA
21484,104.33,NA
21485,103.9,NA
21486,104.13,NA
21487,104.32,NA
21488,104.37,NA
21489,106,NA
21490,103.78,NA
21491,103.9,NA
21492,103.95,NA
21493,104.33,NA
21494,103.95,NA
21495,108.67,NA
21496,103.77,200.74
21497,108.67,NA
21498,102.55,NA
21500,103.55,NA
21501,108.78,NA
21502,102.87,NA
21503,104.18,NA
21504,103.55,NA
21505,108.78,241.19
21506,103.5,NA
21507,103.25,NA
21508,103.23,236.14
21509,103.05,NA
21510,103.17,NA
21511,102.65,NA
21512,103.07,NA
21513,104.22,NA
21514,107.43,212.48
21515,103.37,NA
21516,102.93,222.87
21517,103.13,NA
21518,105.67,243.87
21519,102.93,NA
21520,102.27,NA
21521,104.4,NA
21522,105.67,NA
21523,104.22,NA
21524,102.83,NA
21525,103.18,NA
21526,104.98,NA
21527,103.05,NA
21528,103.12,NA
21530,107.6,NA
21531,103.42,232.78
21532,102.98,NA
21533,107.62,NA
21534,102.75,NA
21535,102.8,NA
21536,102.73,NA
21537,103.22,NA
21538,103.12,NA
21539,103.02,NA
21540,106.68,NA
21541,102.45,NA
21542,104.12,NA
21543,103.43,NA
21544,105.68,219.38
21545,104.9,NA
21546,103.42,NA
21547,102.15,NA
21548,104.25,NA
21549,105.68,NA
21550,102.93,NA
21551,103.12,NA
21552,102.42,NA
21553,102.18,NA
21554,102.55,243.78
21555,102.1,230.9
21556,102.12,226.48
21557,107.03,NA
21558,102.3,NA
21559,102.05,NA
21560,102.67,NA
21561,102.77,NA
21562,102.83,NA
21563,102.7,NA
21564,102.87,NA
21565,101.92,NA
21566,102.63,247.33
21567,102.67,NA
21568,102.83,202.04
21569,102.67,226.05
21571,101.45,NA
21573,103.97,232.52
21574,102.17,NA
21575,102.77,NA
21576,103.1,NA
21577,105.7,NA
21578,102.82,NA
21579,102.58,NA
21580,102.22,245.97
21581,103.37,NA
21582,102.75,NA
21583,102.4,233.35
21584,102.3,NA
21585,102.52,NA
21586,102.87,244.56
21587,103.15,237.42
21588,102.93,233.14
21589,101.97,NA
21590,102.72,NA
21591,102.65,NA
21592,102.52,NA
21593,102.6,NA
21594,102.38,228.76
21595,102.57,NA
21596,102.08,245.42
21597,102.9,NA
21598,105.2,235.02
21599,102.77,NA
21600,102.77,NA
21601,102.47,NA
21602,102.68,NA
21603,102.52,NA
21604,102.88,NA
21605,102.2,226.92
21606,102.55,238.72
21607,102.78,NA
21608,102.62,NA
21609,107.68,NA
21610,102.47,NA
21611,104.12,NA
21612,102.83,NA
21613,102.48,NA
21614,103.23,235
21615,102.58,NA
21616,102.47,NA
21617,102.55,NA
21618,86.62,NA
21619,102.6,NA
21620,102.7,NA
21621,102.45,NA
21622,102.72,NA
21623,102.48,NA
21624,102.72,NA
21625,102.52,NA
21626,102.77,NA
21627,102.88,234.62
21628,102.58,NA
21629,102.7,NA
21630,102.67,NA
21631,102.7,239.75
21632,102.73,NA
21633,103.02,NA
21635,102.68,NA
21636,102.78,NA
21637,102.9,235.16
21638,102.87,235.19
21639,102.72,NA
21640,102.12,223.94
21641,102.17,NA
21642,102.4,243.21
21643,102.6,NA
21644,102.5,231.5
21645,101.95,239.79
21646,102.55,NA
21647,102.6,NA
21648,102.52,208.9
21649,102.65,NA
21650,102.63,NA
21651,102.75,NA
21652,102.75,NA
21653,102.43,NA
21654,101.53,219.68
21655,103,NA
21656,102.17,NA
21657,102.38,245.87
21658,102.28,205.78
21659,102.72,NA
21660,102.12,225.88
21661,102.88,238.52
21662,102.68,NA
21663,102.58,NA
21664,102.38,228.14
21665,102.65,237.88
21666,102.6,222.07
21667,105.87,231.33
21668,102.63,246.48
21669,102.38,240.3
21671,102.68,204.77
21672,102.67,NA
21673,102.67,NA
21674,102.88,NA
21675,102.65,219.81
21676,102.88,NA
21678,102.37,NA
21679,101.92,NA
21680,102.22,215.08
21681,102.13,225.51
21682,102.57,NA
21683,101.97,NA
21684,101.5,236.67
21685,103.02,NA
21686,102.55,NA
21687,102.85,226.13
21688,102.85,245.59
21689,103.42,NA
21690,105.98,NA
21691,102.65,237.04
21692,102.63,247.21
21693,103.27,NA
21694,102.55,235.04
21695,105.1,201.93
21696,106.05,234.18
21697,106.42,246.54
21698,102.13,223.3
21699,102.65,NA
21701,107.85,NA
21702,102.6,227.97
21703,103.33,NA
21704,102.05,NA
21705,102.43,NA
21706,103.03,NA
21707,102.73,NA
21708,102.92,NA
21709,103.03,NA
21710,102.57,NA
21711,102.9,NA
21712,102.63,NA
21713,103.17,NA
21714,102.05,NA
21715,102.48,NA
21716,102.58,NA
21717,104.9,214.85
21718,103.1,NA
21719,103.08,NA
21720,107.18,NA
21721,103.05,NA
21722,103.13,NA
21723,102.68,212.36
21724,103.05,246.7
21725,102.85,NA
21726,101.78,NA
21727,104.15,NA
21728,104.15,216.55
21729,103.08,NA
21731,103.22,NA
21732,102.45,NA
21733,104.73,NA
21734,108.27,NA
21735,103.43,NA
21736,104.25,NA
21737,102.55,NA
21738,104.75,NA
21739,107.33,NA
21740,102.98,NA
21741,104.73,NA
21742,105.83,237.88
21743,104.23,246.37
21744,105.42,NA
21745,104.22,NA
21746,102.53,NA
21747,104.25,NA
21748,103.9,NA
21750,103.15,NA
21751,110.15,NA
21752,103.88,NA
21753,104.25,NA
21754,105.55,NA
21755,105.55,NA
21756,103.78,217.31
21757,103.77,NA
21758,103.68,NA
21759,102.72,NA
21760,103.75,NA
21761,103.7,NA
21762,103.7,237.09
21763,102.68,NA
21764,103.77,NA
21765,102.13,214.35
21766,102.68,215.75
21767,65.73,251.67
21768,105.33,NA
21769,110.65,NA
21770,104.45,NA
21771,103.02,NA
21772,103.13,NA
21773,106.03,NA
21774,103.15,NA
21775,103.85,NA
21776,103.68,NA
21777,103.63,NA
21778,103.18,NA
21779,103.18,235.21
21780,101.78,205.15
21781,102.67,232.34
21782,101.8,NA
21783,105.67,NA
21784,102.75,214.98
21785,104.33,NA
21786,102.67,NA
21787,103.15,223.28
21788,110.28,NA
21789,101.27,244.53
21790,104.33,NA
21791,100.32,204.01
21792,102.55,NA
21793,101.27,244.53
21794,103.53,NA
21795,101.87,NA
21796,102.37,NA
21797,102.12,217.55
21798,102.47,NA
21799,102.08,218.9
21800,102.12,NA
21801,102.12,238.96
21802,103.08,NA
21803,103.1,NA
21804,101.87,NA
21805,102.13,NA
21806,102.18,211.49
21807,102.05,238.54
21808,103.67,NA
21809,102.28,NA
21810,102.48,NA
21811,106.28,NA
21812,104.33,NA
21813,105.15,NA
21814,103.78,243.34
21815,102.48,NA
21816,106.32,242.7
21817,103.32,NA
21818,102.53,NA
21819,106.33,211.84
21820,102.72,NA
21821,102.68,NA
21822,102.72,243.21
21823,103.4,NA
21824,102.73,NA
21825,106,NA
21826,102.95,NA
21827,103.08,NA
21828,102.65,NA
21829,102.97,NA
21830,102.7,NA
21831,102.67,NA
21832,103.75,NA
21833,102.08,222.78
21834,106.53,NA
21835,102.95,227.06
21836,102.07,NA
21837,102.77,NA
21838,102.07,242.03
21839,105.18,NA
21840,103.92,243.27
21841,102.8,NA
21842,103.32,NA
21843,103,NA
21844,102.63,222.81
21845,102.97,NA
21846,102.97,NA
21847,102.7,237.37
21848,103,NA
21849,102.72,NA
21850,102.47,NA
21851,102.62,241.86
21852,102.38,NA
21853,102.6,NA
21855,108.88,NA
21856,103.27,NA
21857,104.38,NA
21858,102.75,NA
21859,104.28,NA
21860,104.28,NA
21861,103.32,241.16
21862,101.67,235.79
21863,103.38,NA
21864,101.32,233.9
21865,102.77,242.89
21866,101.67,235.79
21867,104.28,NA
21868,102.35,NA
21869,102.03,NA
21870,102.27,NA
21871,107.87,NA
21872,102.45,NA
21873,102.72,NA
21874,102.73,NA
21875,101.88,NA
21876,102.2,NA
21877,102.72,NA
21878,103.37,NA
21879,102.3,227.43
21880,106.38,220.38
21881,102.72,235.21
21882,102.7,NA
21883,110.63,NA
21884,103.53,204.42
21885,103.1,218.46
21886,102.72,NA
21887,103.38,NA
21888,103.07,NA
21889,102.45,227.37
21890,104.13,NA
21891,103.07,NA
21892,102.57,NA
21893,102.88,NA
21894,102.88,NA
21895,103.02,NA
21896,104.6,NA
21897,101.9,242.15
21898,103.15,NA
21899,102.83,204.7
21900,102.73,NA
21901,103.25,NA
21902,102.9,NA
21903,104.55,243.95
21904,102.17,222.85
21906,104.07,244.45
21907,108.37,NA
21908,106.97,NA
21909,105,243.81
21910,102.63,229.36
21911,102.98,NA
21912,102.82,NA
21913,102.57,NA
21914,103.88,NA
21915,105.67,NA
21916,103.62,NA
21917,103.62,NA
21918,102.72,NA
21919,105.2,NA
21920,103.72,NA
21921,102.52,NA
21922,102.75,196.79
21923,104.03,NA
21924,107,NA
21925,103.47,NA
21926,103.25,NA
21927,103.23,209.92
21929,105,243.96
21930,107.55,NA
21931,102.87,NA
21932,105.15,NA
21933,102.47,223.67
21934,104.97,218.67
21935,101.52,221.14
21936,104.98,241.85
21937,105.17,NA
21938,106.98,NA
21939,107.02,NA
21940,101.82,NA
21941,103.17,NA
21942,107.42,NA
21943,105,249.67
21944,106.98,NA
21945,102.52,NA
21946,102.53,197.34
21947,107.02,NA
21948,106.98,NA
21949,103.53,NA
21950,102.75,NA
21951,105.02,NA
21952,101.37,215.4
21953,105.17,NA
21954,103.2,NA
21955,102.57,NA
21956,102.9,NA
21957,107.42,NA
21958,110.08,NA
21959,105.48,NA
21960,105.48,NA
21961,105.72,NA
21962,105.72,NA
21963,105.48,239.87
21964,101.38,229.37
21965,103.87,NA
21966,103.93,NA
21967,102.13,215.02
21968,103.93,NA
21969,103.93,NA
21970,103.9,237.35
21971,102.77,225.12
21972,101.93,215.68
21973,103.48,NA
21974,103.9,NA
21975,103.4,NA
21977,103.15,217.18
21978,103.15,231.51
21979,102.78,229.83
21980,102.78,NA
21981,101.9,NA
21982,85.13,264.17
21984,102.82,NA
21985,104.72,NA
21986,104.72,NA
21987,103.63,NA
21988,103.13,NA
21989,103.13,NA
21991,103.63,NA
21992,103.48,227.14
21993,103.62,NA
21994,103.7,NA
21995,104.22,228.34
21996,104.58,NA
21997,103.18,NA
21998,103.48,226.22
21999,104.58,NA
22000,110.52,NA
22001,104.33,NA
22002,104.22,NA
22003,106.87,NA
22004,104.67,NA
22005,104.23,NA
22006,103.92,230.25
22007,104.05,220.76
22008,104.07,231.45
22009,103.52,NA
22010,103.87,244.13
22011,103.97,NA
22012,104.13,NA
