"BibNumber","MinutesStartAfterNine","FinishMinutes"
3965,62.1,194.92
3966,62,225.33
3967,61.52,173.47
3968,61.92,190.96
3969,62.07,184.88
3970,62.02,202.14
3971,64.68,190.8
3972,61.7,176.23
3973,81.12,243.5
3975,61.7,178.88
3976,62.18,178.78
3977,62.12,176.26
3978,61.85,199.16
3979,61.48,191.98
3980,62.32,210.55
3981,63.02,190.73
3982,61.87,196.36
3983,61.78,176.29
3984,61.65,198.28
3985,62.37,175.97
3986,62.12,193.08
3987,61.93,182.61
3988,62.15,278
3992,63.83,190.69
4001,62.5,184.44
4002,60,195.65
4003,62.95,215.59
4004,62.45,180.68
4005,62.65,178.37
4006,62.3,186.39
4007,65.82,218.29
4008,62.05,193.38
4009,62.87,179.98
4010,62.67,187.36
4011,62.9,187.03
4012,64.17,194.03
4013,62.38,187.9
4014,61.67,258.53
4015,62.43,180.75
4016,61.82,176.33
4018,62.82,194.74
4019,62.87,179.6
4020,62.23,176.32
4021,63.12,190.72
4022,62.38,188.25
4023,62.38,194.44
4024,62.95,223.8
4025,62.43,198.7
4026,63.12,224.16
4027,62.83,183.76
4028,62.45,190.32
4029,62.4,176
4030,62.33,203.66
4032,63.12,183.34
4033,66.22,197.39
4034,62.53,178.18
4035,62.82,181.1
4036,62.52,200.89
4037,62.63,196.44
4038,62.97,182.12
4039,62.58,222.12
4040,62.88,228.34
4043,65.88,218.6
4044,62.2,191.86
4045,63.05,180.72
4046,63.05,178.61
4047,62.75,185.05
4048,62.52,190.03
4049,62.7,190.85
4052,62.78,186
4053,62.87,178.67
4055,67.07,204.12
4056,62.85,180.43
4057,66.02,201.6
4058,62.48,188.11
4059,62.52,212.13
4060,62.42,219.21
4061,62.35,190.7
4062,62.53,185.38
4063,62.47,176.9
4066,62.17,174.54
4067,63.17,188.72
4068,62.53,190.43
4069,62.67,184.99
4070,63.08,205.15
4071,63.12,215.59
4072,62.93,187.97
4073,62.85,190.44
4074,62.42,181.98
4075,62.33,188.49
4076,62.87,194.6
4077,62.6,186.61
4078,62.82,195.94
4079,62.6,178.56
4080,62.85,194.34
4081,60.3,198.15
4082,63.13,189.7
4083,62.65,188.26
4085,62.8,191.47
4086,62.28,185.25
4087,62.87,185.7
4088,62.22,193.18
4089,62.93,187.91
4090,61.98,188.54
4092,62.98,184.79
4094,63.17,196.32
4095,62.82,189.59
4096,62.93,224.72
4097,62.05,200.95
4099,61.65,169.5
4100,62.5,195.96
4101,62.9,183.21
4102,62.95,170.9
4103,61.98,188.89
4104,62.62,193.85
4105,63.05,177.99
4106,62.52,181.7
4107,62.15,191.17
4108,62.77,184.98
4109,62.83,193.54
4110,62.43,179.49
4111,62.65,194.67
4112,62.1,185.07
4113,62.53,179.43
4114,62.93,182.58
4115,65.3,208.33
4116,61.85,193.62
4117,62.5,188.85
4118,62.83,175.36
4119,62.65,179.63
4120,62.03,191.85
4121,63.3,183.24
4122,62.5,210.08
4125,62.72,203.36
4126,61.87,186.24
4128,62.58,179.14
4129,62.63,182.86
4130,62.88,186.69
4131,63.1,201.75
4134,62.55,193.08
4135,62.92,185.55
4136,62.67,202.62
4137,62.9,187.93
4138,62.47,197.12
4140,62.65,190.02
4141,63.1,196.49
4142,62.45,282.19
4144,62.83,177.11
4145,66.28,199.14
4146,62.47,198.64
4148,62.55,178.9
4149,62.78,180.3
4150,62.55,179.91
4151,62.53,193.04
4153,62.58,205.7
4154,63.03,180.62
4155,62,185.92
4156,62.43,157.69
4157,62.67,183.87
4160,62.88,184.67
4162,80.47,205.78
4164,62.65,183.79
4165,62.48,176.92
4166,63.43,217.17
4167,63.08,178.69
4170,62.3,186.4
4171,63.02,183.04
4172,62.4,186.67
4174,62.17,187.5
4176,62.88,192.73
4177,62.42,179.23
4179,62.57,178.34
4180,62.83,182.44
4181,62.77,229.07
4182,62.72,207.78
4183,63.07,175.8
4184,62.48,176.52
4185,62.75,224.4
4186,62.98,203.65
4187,63.12,186.73
4188,62.75,185.79
4189,80.07,202.44
4190,62.68,199.94
4191,62.82,206.39
4192,62.4,187.26
4193,62.58,192.68
4194,62.4,182.2
4195,62.45,176.09
4196,63.07,186.97
4197,62.92,192.09
4198,61.83,180.13
4199,63.17,188.58
4200,63.05,185.71
4203,62.97,189.94
4204,63.43,180.06
4205,62.78,180.88
4207,62.27,191.67
4208,62.38,185.22
4209,62.17,206.58
4210,62.33,195.97
4211,62.45,208.47
4212,62.65,189.7
4213,62.63,177.21
4214,62.8,175.97
4215,66.17,235.56
4216,63.2,188.6
4217,64.5,183.22
4218,62.3,177.32
4219,64.12,192.3
4220,62.33,193.35
4221,62.98,193.1
4222,65.02,206.96
4223,62.93,195.49
4224,63.12,187.68
4226,62.77,185.11
4228,62.02,218.89
4229,62.88,204.29
4230,62.48,200.23
4233,62.13,201.99
4235,62.67,185.06
4236,62.4,184.2
4238,62.48,180.84
4239,62.23,191.09
4240,62.22,187.08
4241,62.67,172.84
4242,63.13,188.07
4243,62.9,176.75
4244,63.83,190.7
4245,62.77,181.36
4246,62.72,194.04
4247,63.02,190.74
4248,62.47,179.64
4249,62.77,177.34
4250,63.07,187.59
4252,62.38,191.29
4253,63.98,172.12
4254,61.98,203.87
4255,62.17,186.89
4257,64.12,218.04
4258,62.83,185.13
4259,62.45,184.06
4260,63.13,186.92
4261,62.77,197.42
4262,62.87,203.75
4263,62.63,179.26
4264,62.9,182.03
4265,62.73,193.23
4266,62.42,183.66
4267,62.5,199.46
4268,62.63,178.48
4269,62.37,187.15
4270,62.42,176.47
4271,62.58,194
4272,62.98,179.65
4273,63.02,181.09
4274,63.3,185.1
4275,80.52,257.09
4277,63.1,196.76
4278,62.78,182.07
4279,62.8,191.33
4280,62.52,173.4
4283,62.23,199.5
4284,62.62,185.78
4285,62.15,187.98
4286,62.73,178.49
4288,62.87,188.75
4289,62.6,194.92
4290,62.73,186.96
4292,62.75,197.48
4293,62.48,181.34
4294,62.45,182.49
4295,104.73,NA
4296,62.37,189.99
4297,61.8,197.89
4298,62.47,199.87
4299,62.45,185.81
4300,80.63,NA
4301,62.98,214.6
4302,62.68,183.89
4303,62.5,237.26
4304,62.92,184.07
4305,62.35,188.34
4306,62.93,180.61
4307,62.45,177.07
4308,63.33,194.92
4309,62.52,203.3
4310,62.2,193.13
4311,62.62,177.06
4312,62.6,206.92
4313,62.87,284.22
4314,63.33,191.1
4315,62.62,230.06
4316,63.03,207.07
4318,62.27,192.64
4319,63.08,196.87
4320,62.07,178.84
4321,61.95,186.08
4322,62.55,213.65
4323,63.1,182.54
4325,62.6,230.06
4326,62.03,166.66
4327,62.73,208.6
4328,62.75,187.92
4329,62.38,178.25
4330,62.58,192.72
4331,62.42,181.15
4332,62.6,225.62
4333,62.82,188.4
4334,62.75,188.43
4335,62.45,198.32
4336,62.95,181.87
4337,62.78,226.02
4339,63.08,181.92
4340,62.27,180.33
4341,62.53,196.95
4343,62.47,197.29
4344,62.42,188.18
4345,62.95,187.51
4346,62.97,188.14
4347,63.07,207.68
4348,62.85,185.77
4349,63.28,186.81
4351,62.97,187.61
4352,62.77,192.32
4353,64.58,212.29
4354,83.25,211.69
4355,63.07,206.72
4356,62.85,233.59
4357,61.88,185.43
4358,62.4,186.98
4359,62.73,186.39
4362,62.9,227.49
4363,62.67,200
4365,62.23,182.44
4366,62.57,203.57
4367,62.57,190.93
4368,63.07,183.79
4369,63.05,174.6
4370,62.87,183.24
4371,63.17,192.39
4372,62.8,212.45
4373,62.57,187.15
4374,62.9,184.51
4375,63.08,181.97
4376,62.77,200.28
4377,62.72,174.97
4378,62.38,202.59
4379,62.78,213.84
4380,62.5,195.42
4381,61.65,186.37
4382,62.7,193.84
4383,81.87,199.04
4384,62.83,188.51
4385,63.6,182.62
4387,63.07,198.98
4388,62.52,176.57
4389,80.27,177.75
4390,62.83,177.9
4391,63.22,NA
4393,62.82,188.95
4394,62.9,177.82
4395,62.55,181.88
4396,63.73,188.61
4398,62.5,220.1
4399,62.55,190.34
4400,62.8,191.09
4401,62.68,202.11
4402,62.57,177.85
4403,62.07,218.31
4404,62.73,206.68
4405,62.53,221.68
4406,62.47,215.93
4407,62.97,189.62
4408,63.05,188.29
4409,62.68,185.28
4410,62.9,198.67
4411,64.68,205.11
4412,63,185.82
4413,63.83,178.92
4414,62.93,188.1
4415,62.77,189.3
4416,62.53,203.76
4417,62.95,211.23
4418,62.62,179.21
4420,63.02,205.83
4421,66.08,189.11
4422,62.53,176.84
4423,63.12,264.61
4425,63.12,186.84
4426,61.83,157.39
4427,63.7,197.14
4428,62.93,194.47
4429,62.5,180.5
4430,62.65,191.85
4431,62.73,182.13
4432,62.48,202.58
4434,62.63,184.52
4435,62.72,191.66
4436,62.77,185.47
4437,62.65,197.64
4438,63.07,216.52
4440,62.9,188.25
4441,64.07,223.82
4442,66.22,NA
4443,62.13,193.37
4445,62.63,176.82
4446,62.38,204.08
4447,63.13,207.18
4448,63.17,193.18
4449,63.37,180.41
4451,62.52,214.62
4452,62.63,181.34
4453,62.85,186.17
4454,62.37,178.69
4455,62.23,188.56
4457,62.82,167.49
4458,63.08,201.19
4459,62.53,196.28
4460,62.32,278.13
4462,62.88,194.52
4463,62.75,192.64
4465,62.45,178.95
4466,62.58,191.3
4468,62.45,173.45
4469,62.68,199.49
4470,62.93,204.35
4471,62.68,177.78
4472,62.63,197.66
4473,62.85,182.26
4474,62.7,179.48
4475,62.63,206.03
4476,62.85,182.69
4477,62.95,186.34
4478,62.73,210.16
4479,62.87,222.7
4480,61.62,178.52
4481,62.7,213.86
4482,62.77,179.61
4483,62.82,199.89
4485,62.87,216.89
4486,62.93,194.51
4487,63.03,175.29
4488,62.52,176.66
4489,62.27,187.73
4490,63.5,185.85
4491,62.8,185.37
4492,62.8,188.95
4493,65.12,188.29
4494,62.98,207.97
4495,64.63,193.57
4496,62.78,181.66
4497,62.08,193.52
4498,62.82,201.7
4499,63.05,227.28
4500,63.05,171.6
4501,62.67,178.59
4502,63.2,182.82
4503,62.93,179.32
4504,62.92,196.14
4505,63.15,201.07
4506,62.98,179.57
4507,62.67,199.98
4508,62.5,197.1
4509,62.87,212.18
4510,61.68,198.53
4511,62.4,179.53
4512,62.48,179.25
4513,62.22,170.76
4514,62.5,211.47
4515,63.22,186.51
4516,62.68,193.05
4517,62.82,186.13
4518,62.28,197.94
4519,62.55,177.12
4520,62.87,181.12
4521,62.8,220.82
4523,63.25,172.91
4524,61.83,189.23
4525,80.03,192.77
4526,62.93,183.55
4527,62.68,215.77
4528,62.48,178.38
4529,62.18,180.14
4530,62.53,193.01
4531,63.08,194.81
4533,62.68,220.2
4534,62.45,181.9
4535,62.83,211.18
4536,62.52,190.18
4537,63.1,205.89
4538,66.8,261.04
4539,63.05,196.55
4540,62.37,190.1
4541,62.62,184.02
4543,62.25,177.7
4544,62.45,190.6
4545,62.75,185.49
4546,62.68,181.02
4547,62.78,238.71
4548,62.35,182.13
4549,62.8,200.66
4550,62.95,197.83
4551,65.98,238.68
4552,62.7,190.42
4553,62.85,212.18
4554,62.9,198.41
4556,62.47,172.53
4557,62.4,183.14
4558,63.75,179.99
4559,63.53,197.61
4560,63.5,197.64
4561,65.5,200.03
4566,82.28,243.96
4567,63.05,180.66
4568,62.98,217.04
4570,65.52,194.67
4571,62.25,184.39
4573,62.58,181.29
4574,82.72,232.58
4575,62.57,181.12
4576,62.78,221.88
4577,62.8,195.2
4578,62.38,182.32
4579,62.15,189.89
4580,62.47,218.24
4582,62.52,183.77
4583,62.95,181.6
4585,62.5,197.21
4586,62.25,185.21
4587,62.85,184.66
4588,62.97,241.37
4589,62.85,212.05
4590,62.57,199.57
4591,62.58,184.42
4592,62.5,175.69
4593,62.4,190.53
4594,62.67,189
4595,62.82,213.55
4596,62.67,213.28
4597,62.78,195.18
4598,62.92,188.9
4599,62.78,271.72
4600,62.52,180.81
4601,62.85,181.06
4602,81.23,210.41
4603,62.12,174.15
4605,62.83,186.1
4606,62.6,197.29
4607,62.4,197.83
4609,63,216.28
4610,62.8,187.93
4611,62.9,186.89
4612,61.82,175.58
4613,66.17,235.55
4614,62.75,172.6
4615,62.75,193.38
4616,62.07,158.5
4617,62.83,200.34
4618,62.93,193.89
4619,62.37,193.55
4620,62.43,183.62
4621,62.13,187.28
4622,62.42,182.71
4623,62.62,186.8
4624,62.57,186.94
4626,62.72,181.5
4627,62.72,176.91
4628,62,178.71
4630,62.88,213.52
4631,62.38,189.91
4633,63.15,168.31
4634,62.42,210.63
4635,63.67,183.11
4636,62.58,188.6
4637,62.97,178.32
4639,62.72,209.84
4640,63.08,179.04
4641,63.07,184.26
4642,62.33,187.44
4645,63.08,210.33
4646,62.63,177.77
4647,63.02,193.82
4648,62.78,176.86
4650,62.67,214.01
4651,63.03,201.45
4653,62.48,197.58
4654,63.12,193.7
4655,62.25,195.57
4656,63.05,194.43
4658,62.5,183.48
4659,62.02,185.98
4660,62.73,180.11
4661,62.47,227.64
4662,62.82,198.33
4663,62.92,202.91
4664,63.07,204.5
4665,62.27,188.21
4666,63.08,197.93
4667,63.28,266.38
4669,62.83,181.96
4670,65.28,193.29
4672,65.95,219.42
4673,62.58,186.15
4677,62.95,181.22
4678,63.13,186.79
4679,62.57,175.15
4680,62.87,187.79
4681,63.18,212.87
4682,62.88,198.61
4683,62.73,188.49
4684,62.55,184.44
4685,62.83,199.11
4686,62.87,187.53
4687,62.62,182.41
4688,62.57,238.89
4691,62.97,185.03
4692,62.63,197.43
4693,62.33,197.66
4694,62.92,181.68
4695,62.65,232.7
4697,62.55,179.53
4699,62.42,177.93
4701,63.1,177.81
4702,63.18,184.17
4703,62.92,183.41
4704,62.5,208.22
4705,62.98,243.84
4707,62.77,182.41
4708,62.97,186.29
4709,62.97,194.39
4710,63.77,181.9
4711,62.8,185.85
4712,63.17,186.43
4713,62.75,195.95
4714,62.47,182.9
4715,62.72,184.73
4717,62.32,172.85
4718,62.7,169.82
4719,62.55,207.56
4720,62.17,188.29
4721,62.48,194.41
4722,80.25,206.28
4723,62.32,171.44
4724,62.42,187.15
4725,63.25,183.56
4726,62.35,190.49
4727,62.37,192.69
4728,62.7,NA
4729,63.1,193.51
4730,62.4,195.41
4731,62.42,175.36
4733,62.22,187.31
4734,62.7,188.2
4735,62.4,217.56
4737,62.97,208.45
4738,62.98,188.51
4740,62.42,183.47
4741,62.9,179.77
4743,62.73,199.81
4745,62.72,192.26
4746,62.68,187.99
4747,62.63,190.57
4748,62.95,187.33
4749,62.55,171.1
4751,62.95,179.42
4752,62.58,183.83
4753,63.18,178.44
4754,112.45,NA
4755,62.82,213.55
4757,62.63,181.43
4759,62.83,180.4
4760,62.9,184.39
4761,62.85,182.16
4762,63.17,184.94
4763,62.32,197.3
4764,62.35,189.26
4766,62.82,193.76
4767,63.1,194.79
4768,62.53,195.32
4769,62.88,174.17
4770,62.13,190.33
4771,63.02,189.45
4772,62.28,187.47
4773,62.47,192.23
4774,62.7,238.21
4775,62.38,193.6
4776,62.13,180.41
4777,62.7,175.02
4778,62.9,219.44
4779,62.92,197.4
4780,62.65,182.1
4781,62.47,173.48
4782,62.95,216.28
4783,63,185.12
4784,62.55,187.12
4786,62.63,184.86
4787,62.45,179.49
4788,62.82,194.51
4789,62.4,181.02
4790,62.98,176.91
4792,62.73,197.42
4793,62.97,201.55
4794,62.6,194.13
4795,62.65,197.05
4796,81.67,214.84
4797,61.87,176.57
4798,63.03,180.88
4799,62.68,177.02
4801,62.78,179.34
4802,62.55,187.19
4803,62.83,179.43
4804,62.12,202.17
4805,62.88,196.44
4806,63.82,210.36
4807,66.03,204.89
4810,62.5,195.97
4812,63.1,187.44
4813,62.53,218.08
4814,62.43,195.15
4815,62.67,189.67
4816,62.92,182.26
4817,62.77,185.9
4818,62.7,192.48
4819,85.2,219.46
4820,62.17,189.71
4821,63.03,197.02
4822,62.38,188.09
4823,62.72,238.63
4824,62.3,193.44
4825,62.5,178.49
4826,62.85,204.67
4827,62.35,173.61
4828,62.63,202.34
4829,62.67,181.34
4830,62.82,208.69
4831,63.08,201.54
4832,62.53,203.77
4833,62.5,216.48
4834,63.03,208.62
4835,61.92,198.06
4836,62.73,209.81
4837,62.15,195.63
4838,62.43,178.57
4839,63.05,186.3
4840,63.3,179.67
4841,61.45,206.35
4842,62.8,213.61
4843,63.07,188.89
4844,62.33,222.9
4845,62.88,193.76
4846,63.35,200.26
4848,63.03,194.92
4849,62.68,175.21
4851,64.27,176.57
4852,63.08,208.13
4853,63.07,180.53
4855,62.38,182.23
4856,63,200.21
4858,62.68,186.93
4859,62.8,194.58
4860,62.93,192.74
4862,65.22,188.16
4863,62.48,187.9
4864,63.02,183.4
4865,63.75,198.46
4866,62.03,208.01
4867,63.15,197.61
4868,63.2,202.87
4869,61.88,174.37
4870,63.03,203.27
4871,62.57,202.02
4872,62.77,195.89
4873,62.8,201.62
4874,63.85,182.63
4875,62.75,191.82
4876,62.57,182.48
4877,62.53,175.21
4878,62.97,184.57
4879,62.47,200.55
4880,62.98,187.16
4881,63,247.45
4882,62.58,172.91
4883,63.4,179.21
4884,62.7,187.47
4885,62.55,189.37
4887,62.57,195.64
4888,62.37,182.21
4889,62.92,196.86
4890,62.6,186.75
4891,62.65,197.95
4892,62.12,202.68
4893,63.15,187.94
4894,62.35,185.99
4895,62.92,248.35
4896,62.7,194.55
4897,62.37,192.13
4898,63.13,183.01
4899,62.23,210.46
4900,62.38,177.86
4901,62.6,184.11
4903,65.12,238.84
4904,62.58,182.03
4905,62.57,189.02
4906,63.4,196.44
4907,62.63,194.21
4908,62.62,190.67
4910,63.18,193.93
4912,62.52,188.43
4914,66.05,202.08
4915,62.35,197.01
4916,63.32,193.68
4917,63.02,187.16
4918,62.43,192.66
4919,62.45,190.08
4920,63.03,173.76
4921,62.75,197.2
4922,63.03,180.74
4923,62.38,203.62
4924,62.98,179.53
4926,62.88,196.88
4929,62.75,197.52
4930,62.73,187.57
4932,63.28,218.52
4933,62.15,180.53
4934,63.12,188.45
4935,62.58,199.68
4936,62.42,175.52
4937,62.32,182.14
4938,62.72,187.43
4939,62.73,205.92
4940,63,183.54
4943,62.88,203.38
4944,63.17,192.92
4945,62.9,NA
4946,64.15,216.96
4947,65.13,190.71
4948,62.7,196.6
4949,62.68,198.45
4950,63.75,209.89
4952,62.45,206.41
4953,62.7,185.87
4954,62.45,225.53
4955,63.05,227.32
4956,62.65,198.8
4957,83.72,218.08
4958,62.97,189
4959,62.35,207.93
4960,62.48,177.65
4961,62.57,176.78
4962,62.52,203.95
4963,62.5,218.5
4965,86.63,219.42
4966,62.6,182.93
4967,62.87,197.79
4968,63.1,193.96
4969,62.48,191.66
4970,63.23,188.94
4971,62.67,NA
4972,62.43,181.48
4973,63.08,192.56
4974,62.88,188
4976,62.78,196.73
4977,62.45,212.36
4978,62.28,192.72
4979,62.72,179.15
4980,64.07,232.65
4981,62.98,209.42
4982,62.68,231.89
4984,62.97,200.79
4985,62.38,200.36
4986,62.62,193.49
4987,62.92,199.5
4988,62,167.53
4989,62.77,205.67
4990,62.92,207.93
4991,63.23,190.35
4992,62.47,184.15
5001,81.9,NA
5002,63.23,225.67
5003,63.58,209.92
5004,63.58,181.66
5005,63.53,196.25
5006,106.07,NA
5007,63.27,179.58
5008,63.13,191.36
5009,63.33,181.29
5010,64.37,NA
5011,63.32,192.33
5012,63.77,186.94
5014,63.45,194.04
5015,63.73,199.34
5016,63.28,188.95
5017,63.33,187.97
5018,63.38,176.07
5019,63.77,184.37
5020,63.07,190.85
5022,63.9,254.17
5023,64.68,198.29
5025,63.7,190.26
5026,63.58,188.97
5027,63.65,192.46
5028,63.83,252.38
5029,63.37,188.87
5030,64.62,185.79
5032,63.67,210.25
5033,62.87,192.12
5034,63.67,193.42
5035,63.37,194.19
5036,63,169
5037,63.65,194.22
5038,63.52,217.43
5039,64.27,188.44
5041,63.12,180.86
5042,63.6,192.96
5043,63.57,190.99
5044,63.67,191.66
5045,63.43,199.62
5046,63.27,180.08
5047,63.12,182.3
5048,63.72,179.7
5049,63.33,198.52
5051,63.52,187.9
5052,63.4,194.72
5053,63.48,188.19
5054,63.48,186.14
5055,63.98,198.13
5056,63.92,198.15
5057,63.22,190.11
5058,63.38,190.93
5059,63.17,183.61
5060,63.07,184.83
5061,63.52,188.28
5062,63.65,190.43
5064,63.62,199.45
5066,63.35,179.71
5067,63.1,179.35
5068,63.5,209.9
5069,63.58,178.51
5070,63.45,192.79
5071,63.15,198.55
5072,63.48,187.95
5073,63.55,231.77
5074,63.17,179.15
5076,63.13,212.84
5077,63.45,186.11
5078,63.47,206.12
5079,84.22,194.29
5081,63.63,206.07
5083,63.18,188.93
5084,63.85,181.22
5085,62.72,195.41
5086,63.62,196.11
5087,63.75,185.35
5088,63.32,183.78
5089,63.63,186.07
5091,62.95,189.39
5092,63.27,171.17
5093,63.4,185.24
5094,63.45,178.63
5095,63.45,188.15
5097,63.17,184.58
5099,63.72,201
5101,63.5,184.4
5103,62.88,184.63
5104,63.42,200.19
5105,65.62,195.16
5107,63.82,189.83
5109,63.83,187.55
5110,63.18,188.35
5111,63.63,179.66
5112,63.83,179.41
5113,63.55,185.09
5114,63.38,193.82
5115,63.67,189.94
5116,63.45,183.79
5117,62.52,189.86
5118,63.12,175.39
5119,63.15,176.91
5121,63.32,194.72
5122,63.25,172.98
5123,63.12,NA
5125,63.47,199.04
5126,63.02,183.88
5127,63.68,188.37
5128,63.75,236.56
5129,63.35,221.23
5130,63.58,190.93
5131,63.78,191.85
5132,63.38,216.82
5133,62.7,181.03
5134,63.42,207.67
5136,63.38,258.34
5137,80.38,203.18
5138,81.82,208.17
5139,63.4,232.8
5140,63.38,249.78
5141,63.7,186.46
5142,63.75,214.31
5143,63.42,185.88
5144,63.58,202.52
5145,63.78,210.03
5146,62.7,185.54
5147,63.37,183.15
5148,63.4,184.21
5149,63.02,200.82
5150,63.78,207.55
5151,63.72,180.33
5153,63.87,206.14
5154,63.37,178.29
5155,63.33,179.71
5156,63.3,194.67
5157,63.45,184.93
5159,63.47,200.88
5160,63.38,187.22
5161,63.32,199.8
5162,62.78,180.01
5165,63.58,184.78
5166,63.53,183.56
5167,63.4,NA
5168,63.4,192.12
5169,66.05,195.94
5170,63.68,195.12
5172,63.5,209.13
5173,63.32,189.75
5174,63.38,208.75
5175,63.25,189.35
5176,63.77,208.62
5177,63.58,177.79
5178,63.52,197.4
5179,63.3,218.72
5180,63.75,183.02
5181,63.85,242.2
5182,63.68,197.55
5183,63.68,204.11
5184,63.02,191.81
5185,63.15,188.72
5186,66.53,199.69
5187,63.4,188.82
5188,63.3,195.48
5189,63.37,194.9
5190,63.35,186.3
5191,65.65,194.34
5192,63.32,214.91
5193,63.18,193.57
5194,63.55,206.49
5196,63.33,211.64
5198,62.97,187.7
5200,83.98,208.23
5201,63.38,192.05
5203,63.82,197.27
5204,63.6,228.16
5205,63.05,180.75
5206,63.63,180.12
5207,63,180.27
5208,63.4,191.19
5209,64.17,205.46
5210,63.18,194.7
5212,63.38,176.69
5213,63.45,186.94
5214,63.85,222.82
5215,63.67,187.93
5216,63.78,186.95
5217,63.6,201.05
5218,63.8,191.07
5219,63.63,206.07
5220,63.43,187.27
5221,63.58,192.76
5222,63.32,209.26
5223,62.85,185.04
5224,63.2,201.56
5226,63.53,185.91
5227,63.72,189.39
5228,63.87,189.49
5229,63.38,189.77
5230,63.75,193.41
5231,63.37,205.81
5232,63.48,200.4
5233,63.28,179.67
5235,63.02,231.18
5236,63.13,228.52
5237,63.8,198.87
5238,63.43,185.72
5239,63.33,187.01
5240,63.33,228.45
5241,63.25,185.02
5242,63.47,187.71
5243,63.3,185.58
5244,63.28,211.89
5245,63.33,187.97
5246,63.02,189.49
5247,63.57,198.29
5248,63.63,185.46
5249,63.67,185.23
5250,63.37,231.44
5251,63.65,193.97
5252,63,179.05
5253,63.83,177.5
5254,63.17,187.39
5256,62.92,201.23
5257,63.4,194.57
5258,62.97,171.46
5259,63.35,192.16
5260,63.77,224.26
5261,63.45,182.12
5262,63.5,170.45
5263,63.28,185.53
5264,63.42,190.27
5265,63.73,197.4
5268,63.75,202.3
5269,63.07,183.86
5270,63.63,196.88
5271,63.35,185.36
5272,63.93,182.63
5273,63.33,185.1
5274,63.83,199.63
5275,63.62,190.74
5276,63.6,209.51
5279,64.02,195.9
5280,63.78,257.65
5282,63.23,195.96
5283,63.55,233.39
5284,63.18,176.5
5285,63.35,186.65
5286,63.63,209.58
5287,63.15,182.24
5288,63.33,202.06
5289,63.67,186.97
5290,63.62,196.31
5291,63.87,185.58
5292,62.98,197.12
5293,63.43,188.28
5294,63.35,186.16
5295,63.5,178.53
5296,63.4,198.41
5297,63.4,181.94
5298,63.22,189.79
5299,63.63,187.29
5300,63.32,198.97
5301,63.3,193.38
5302,63.45,187.87
5303,63.72,182.57
5304,62.95,179.61
5305,63.52,179.91
5307,63.32,180.69
5308,63.58,188.92
5309,63.48,179.47
5311,63.63,186.13
5313,62.2,179.72
5314,63.48,192.08
5315,63.6,197.78
5316,62.88,190.42
5317,63.55,194.17
5318,63.1,183.05
5319,63.67,191.3
5320,63.42,190.3
5321,63.37,191.79
5322,63.55,182.26
5323,63.68,175.4
5324,63.72,217.6
5325,63.32,190.38
5326,63.4,NA
5327,63.3,195.89
5328,63.27,181.79
5329,60.65,198.27
5330,63.22,179.49
5331,63.65,206.82
5332,82.5,210.75
5334,63.13,188.52
5335,63.15,178.28
5336,63.07,192.07
5338,63.5,184.51
5339,63.25,201.16
5340,63.92,190.7
5341,63.35,215.65
5342,64.02,184.03
5343,63.17,192.42
5346,63,187.01
5348,63.6,209.47
5351,63.33,197.86
5353,63.18,194.96
5354,63.22,184.71
5356,63.83,196.07
5357,63.03,188.67
5358,63.18,197.14
5359,63.02,185.94
5360,63.38,198.04
5361,63.08,178.72
5362,64.02,206.13
5364,63.5,182.28
5365,63.3,182.3
5366,63.2,194.91
5367,63.67,178.09
5368,63.67,200.37
5369,63.68,179.2
5370,63.3,184.78
5371,63.5,193.02
5372,63.18,185.34
5373,63.92,197.61
5374,63.57,234.65
5375,63.83,192.68
5376,63.53,193.6
5377,63.03,177.15
5378,63.73,198.43
5379,64.92,205.34
5380,63.23,191.25
5381,64.5,203.81
5382,63.5,183.12
5383,63.52,197.78
5384,63.83,178.51
5386,63.53,185.74
5387,63.9,192.99
5389,63.13,191.25
5390,63.33,196.62
5391,62.9,178.82
5392,63.82,232.16
5393,63.28,232.51
5394,63.68,189.49
5395,63.13,189.39
5396,63.6,187.86
5397,65.05,199.19
5398,63.87,204.53
5399,63.6,199.08
5400,63.1,214.42
5403,63.12,200.53
5404,83.5,187.85
5405,63.78,196.1
5406,63.13,207.27
5407,63.73,195.14
5408,63.9,197.13
5409,63.37,209.2
5410,63.6,189.22
5411,63.77,175
5412,63.63,195.09
5413,63.18,184
5414,63.67,189.23
5415,63.22,195.53
5416,63.37,217.8
5417,65.97,235.4
5418,65.63,199.45
5419,65.08,192.14
5420,64.53,192.01
5421,63.2,184.33
5422,63.65,184.8
5423,63.67,191.51
5425,63.8,203.09
5426,63.43,201.15
5427,63.8,234.92
5428,63.48,186.98
5429,63.35,196.72
5431,63.57,219.83
5432,60.57,214.62
5434,63.87,192.06
5435,63.72,220.12
5436,63.15,193.97
5437,63.35,209.28
5438,63.37,196.78
5439,63.55,178.01
5440,64.37,212.91
5441,63.53,197.2
5442,63.05,176.65
5443,63.45,188.72
5444,63.58,195.27
5445,63.55,183.24
5446,63.58,181.4
5447,64.48,185.07
5448,63.37,182.52
5449,63.12,209.11
5450,63.12,177.85
5452,63.22,185.77
5453,63.27,194.87
5454,64.73,196.29
5457,64.1,203.35
5458,63.17,196.42
5459,63.53,198.42
5460,63.47,189.74
5461,63.23,187.47
